model,model_label,accession,gene_name,organism,namespace,prompt_id,primary_error,sub_errors,hallucination_rate,n_predicted,n_ground_truth,n_correct,precision,recall,response_text,ground_truth,hallucinated_ids,missed_ids
mistral:7b,Mistral 7B,Q14CS0,UBX2B,human,molecular_function,P5_selection,complete_miss,partial_hallucination,0.25,8,0,0,0.0,0.0," GO:0005524 | ATP binding
GO:0005515 | protein binding
GO:0003677 | DNA binding
GO:0004672 | protein kinase activity
GO:0016301 | kinase activity
GO:0004722 | protein serine/threonine phosphatase activity
GO:0008270 | zinc ion binding
GO:0004725 | protein tyrosine phosphatase activity (VCPIP1 is req",,"['GO:0004725', 'GO:0005515']",[]
mistral:7b,Mistral 7B,Q8IU81,I2BP1,human,cellular_component,P4_cot,partial_match_high_recall,partial_hallucination|low_precision,0.4,5,2,1,0.2,0.5," Step 1: The primary biochemical activity of I2BP1 is acting as a transcriptional corepressor and potentially an E3 ubiquitin-protein ligase.

Step 2: It participates in molecular processes such as transcription regulation, ubiquitination, and protein ubiquitination.

Step 3: Based on these activiti",GO:0005654|nucleoplasm; GO:0005634|nucleus,"['GO:0006327', 'GO:0030528']",['GO:0005654']
mistral:7b,Mistral 7B,Q9JMF7,DOPP1,mouse,cellular_component,P2_constrained,complete_miss,partial_hallucination,0.333,6,1,0,0.0,0.0," GO:0005737 | cytoplasm
GO:0005829 | endoplasmic reticulum
GO:0005840 | endoplasmic reticulum lumen
GO:0005861 | dolichol-linked oligosaccharide biosynthetic site
GO:0030297 | protein complex involved in N-glycosylation
GO:0030298 | protein complex involved in dolichyl pyrophosphate metabolism",GO:0005789|endoplasmic reticulum membrane,"['GO:0030297', 'GO:0005861']",['GO:0005789']
mistral:7b,Mistral 7B,Q01519,COX12,yeast,biological_process,P5_selection,complete_miss,partial_hallucination,0.25,4,3,0,0.0,0.0," Based on the provided information about COX12 from Saccharomyces cerevisiae, the following GO Biological Process terms that apply to this protein are:

GO:0006355 | regulation of DNA-templated transcription
GO:0008283 | cell population proliferation (indirectly, as part of the mitochondrial electro","GO:0045333|cellular respiration; GO:0006123|mitochondrial electron transport, cytochrome c to oxygen; GO:0033617|mitochondrial respiratory chain complex IV assembly",['GO:0006810'],"['GO:0006123', 'GO:0033617', 'GO:0045333']"
mistral:7b,Mistral 7B,P16678,PHNK,ecoli,cellular_component,P5_selection,complete_miss,,0.0,10,2,0,0.0,0.0," GO:0005829 | cytosol
GO:0005737 | cytoplasm
GO:0005634 | nucleus
GO:0005886 | plasma membrane
GO:0005739 | mitochondrion (This protein is not known to be associated with mitochondria)
GO:0005783 | endoplasmic reticulum (This protein is not known to be associated with endoplasmic reticulum)
GO:00056",GO:0061694|alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase complex; GO:1904176|carbon phosphorus lyase complex,[],"['GO:1904176', 'GO:0061694']"
mistral:7b,Mistral 7B,P53011,SEH1,yeast,biological_process,P3_fewshot,complete_miss,partial_hallucination,0.429,7,2,0,0.0,0.0," Based on the known function of SEH1 in Saccharomyces cerevisiae, the following Gene Ontology (GO) Biological Process terms can be predicted:

Protein: SEH1, Organism: Saccharomyces cerevisiae
GO Biological Process terms:

1. GO:0006623 | nuclear pore complex organization
2. GO:0045879 | nuclear tra",GO:1904263|positive regulation of TORC1 signaling; GO:1903432|regulation of TORC1 signaling,"['GO:0006412', 'GO:0045918', 'GO:0007049']","['GO:1904263', 'GO:1903432']"
mistral:7b,Mistral 7B,P29466,CASP1,human,cellular_component,P5_selection,partial_match_poor,low_recall|low_precision,0.0,6,8,2,0.333,0.25," GO:0005829 | cytosol
GO:0005737 | cytoplasm
GO:0005615 | extracellular space
GO:0016020 | membrane (since it initiates pyroptosis, a process involving plasma membrane)
GO:0005874 | microtubule (not directly associated, but involved in cellular processes where CASP1 is active)
GO:0015629 | actin cyt",GO:0097169|AIM2 inflammasome complex; GO:0061702|canonical inflammasome complex; GO:0005737|cytoplasm; GO:0005829|cytosol; GO:0072558|NLRP1 inflammasome complex; GO:0072559|NLRP3 inflammasome complex;,[],"['GO:0061702', 'GO:0032991', 'GO:0097179', 'GO:0072558', 'GO:0097169']"
mistral:7b,Mistral 7B,Q16572,VACHT,human,molecular_function,P4_cot,complete_miss,high_hallucination,0.8,10,2,0,0.0,0.0," Step 1: The primary biochemical activity of protein VACHT is an electrogenic antiporter function, which exchanges one cholinergic neurotransmitter (acetylcholine or choline) with two intravesicular protons across the membrane of synaptic vesicles.

Step 2: It participates in the molecular process o",GO:0005278|acetylcholine:proton antiporter activity; GO:0015311|monoamine:proton antiporter activity,"['GO:0005203', 'GO:0005217', 'GO:0006818', 'GO:0005204', 'GO:0006815']","['GO:0015311', 'GO:0005278']"
mistral:7b,Mistral 7B,Q6QA32,DHB3,zebrafish,cellular_component,P3_fewshot,complete_miss,high_hallucination,0.857,7,1,0,0.0,0.0," Based on the known function and organism of DHB3 (RecName: Full=17-beta-hydroxysteroid dehydrogenase type 3; Organism: Danio rerio), it is likely that this protein will be localized in cellular components related to steroid metabolism, such as:

Example 4:
Protein: DHB3, Organism: Danio rerio (Zebr",GO:0005783|endoplasmic reticulum,"['GO:0032996', 'GO:0032997', 'GO:0044425', 'GO:0048017', 'GO:0032995']",['GO:0005783']
mistral:7b,Mistral 7B,Q9CTG6,AT132,mouse,biological_process,P3_fewshot,complete_miss,high_hallucination,0.769,13,9,0,0.0,0.0," Based on the provided information about AT132 (Polyamine-transporting ATPase 13A2) in Mus musculus, the following Gene Ontology (GO) Biological Process terms can be predicted:

1. GO:0051179 | polyamine transport
2. GO:0042202 | lysosome organization
3. GO:0048696 | mitochondrion organization
4. GO",GO:0061909|autophagosome-lysosome fusion; GO:0006914|autophagy; GO:0034599|cellular response to oxidative stress; GO:0006882|intracellular zinc ion homeostasis; GO:1903543|positive regulation of exoso,"['GO:0019216', 'GO:0071589', 'GO:0048696', 'GO:0033155', 'GO:0071355']","['GO:0061462', 'GO:0006882', 'GO:1905165', 'GO:0061909', 'GO:0034599']"
mistral:7b,Mistral 7B,P0AEZ1,METF,ecoli,cellular_component,P1_zeroshot,complete_miss,partial_hallucination,0.5,4,1,0,0.0,0.0," Based on the function of METF (5,10-methylenetetrahydrofolate reductase) in Escherichia coli, the following Gene Ontology (GO) Cellular Component terms can be assigned to this protein:

1. GO:0005737 | cytoplasm
This term is assigned because METF catalyzes reactions within the cytoplasm of E. coli ",GO:0032991|protein-containing complex,"['GO:0005826', 'GO:0005738']",['GO:0032991']
mistral:7b,Mistral 7B,Q0P5X1,LRIQ1,mouse,biological_process,P5_selection,complete_miss,,0.0,8,3,0,0.0,0.0," Based on the information available about LRIQ1 (Leucine-rich repeat- and IQ domain-containing protein 1) in Mus musculus (Mouse), the following GO Biological Process terms appear to be relevant:

1. GO:0006355 | regulation of DNA-templated transcription
2. GO:0008283 | cell population proliferation",GO:0006915|apoptotic process; GO:0010467|gene expression; GO:0007338|single fertilization,[],"['GO:0006915', 'GO:0010467', 'GO:0007338']"
mistral:7b,Mistral 7B,P0AES6,GYRB,ecoli,molecular_function,P5_selection,partial_match_poor,partial_hallucination|low_recall|low_precision,0.125,8,5,2,0.25,0.4," GO:0005515 | protein binding
GO:0003677 | DNA binding
GO:0004722 | metal ion binding
GO:0004672 | protein kinase activity
GO:0016301 | kinase activity
GO:0005524 | ATP binding
GO:0008270 | zinc ion binding
GO:0016787 | hydrolase activity (since gyrase has ATPase activity)","GO:0005524|ATP binding; GO:0008094|ATP-dependent activity, acting on DNA; GO:0003677|DNA binding; GO:0034335|DNA negative supercoiling activity; GO:0003918|DNA topoisomerase type II (double strand cut",['GO:0005515'],"['GO:0003918', 'GO:0008094', 'GO:0034335']"
mistral:7b,Mistral 7B,O88822,SC5D,mouse,cellular_component,P3_fewshot,complete_miss,high_hallucination,0.75,8,1,0,0.0,0.0," Based on the known function and location of SC5D (Lathosterol oxidase) in mammalian cells, I would predict the following Gene Ontology (GO) Cellular Component terms for this protein in Mus musculus (Mouse):

1. GO:0005739 | endoplasmic reticulum
2. GO:0005829 | cytosol
3. GO:0005924 | microsome
4. ",GO:0005789|endoplasmic reticulum membrane,"['GO:0005924', 'GO:0032996', 'GO:0032997', 'GO:0044425', 'GO:0016021']",['GO:0005789']
mistral:7b,Mistral 7B,F1Q7Z7,DAAF3,zebrafish,molecular_function,P4_cot,complete_miss,high_hallucination,0.6,5,0,0,0.0,0.0," Step 1: The primary biochemical activity of protein DAAF3 is related to its role in the assembly and preassembly of dyneins, specifically axonemal inner and outer dynein arms. This suggests that it has a structural function and may be involved in protein-protein interactions.

Step 2: Molecular pro",,"['GO:0005505', 'GO:0003779', 'GO:0005515']",[]
mistral:7b,Mistral 7B,A1L271,GNB5A,zebrafish,biological_process,P3_fewshot,complete_miss,partial_hallucination,0.286,7,3,0,0.0,0.0," Based on the known function of GNB5A as a GTPase-activating protein (GAP) that regulates G protein signaling, particularly in relation to GPCRs and dopamine receptors, I would predict the following Gene Ontology Biological Process terms for GNB5A in Zebrafish:

1. GO:0007165 | G protein-coupled rec",GO:0060047|heart contraction; GO:0007634|optokinetic behavior; GO:0036269|swimming behavior,"['GO:0030528', 'GO:0042983']","['GO:0007634', 'GO:0036269', 'GO:0060047']"
mistral:7b,Mistral 7B,Q9BSQ5,CCM2,human,cellular_component,P5_selection,partial_match_high_recall,low_precision,0.0,5,2,1,0.2,0.5," GO:0005829 | cytosol
GO:0005737 | cytoplasm
GO:0005615 | extracellular space
GO:0016020 | membrane (as it is a component of the plasma membrane, even though not directly located there)
GO:0005874 | endoplasmic reticulum (since it functions as a scaffold protein for MAP2K3-MAP3K3 signaling, which oc",GO:0005737|cytoplasm; GO:0005739|mitochondrion,[],['GO:0005739']
mistral:7b,Mistral 7B,P0DUW5,CIF,ecoli,biological_process,P2_constrained,complete_miss,high_hallucination,0.75,8,1,0,0.0,0.0," GO:0042310 | cell cycle arrest
GO:0051726 | regulation of actin cytoskeleton organization
GO:0032592 | negative regulation of programmed cell death
GO:0038155 | ubiquitin-protein ligase complex ubiquitination
GO:0042127 | positive regulation of cyclin-dependent protein kinase activity
GO:0031329 | ",GO:0044071|symbiont-mediated perturbation of host cell cycle progression,"['GO:0032592', 'GO:0031329', 'GO:0038155', 'GO:0031328', 'GO:0042310']",['GO:0044071']
mistral:7b,Mistral 7B,Q9H0R5,GBP3,human,cellular_component,P3_fewshot,partial_match_high_recall,partial_hallucination|low_precision,0.375,8,2,1,0.125,0.5," Based on the provided function and localization information of GBP3, I would predict the following Gene Ontology (GO) Cellular Component terms for this protein in Homo sapiens:

1. GO:0005739 | cytoplasm
2. GO:0005829 | cytosol
3. GO:0044426 | phagosome (since GBP3 is recruited to pathogen-containi",GO:0005737|cytoplasm; GO:0005829|cytosol,"['GO:0044426', 'GO:0032996', 'GO:0005622']",['GO:0005737']
mistral:7b,Mistral 7B,Q8JZL3,THTPA,mouse,molecular_function,P2_constrained,complete_miss,high_hallucination,0.8,10,2,0,0.0,0.0," Based on the provided information about THTPA (Thiamine-triphosphatase from Mus musculus), I will predict the following experimentally supported Gene Ontology Molecular Function (GO MO) terms:

1. GO:0004257 | Thiamine triphosphate hydrolase activity
2. GO:0008396 | Phosphohydrolase activity, actin",GO:0000287|magnesium ion binding; GO:0050333|thiamine triphosphate phosphatase activity,"['GO:0031327', 'GO:0008396', 'GO:0031326', 'GO:0030542', 'GO:0016805']","['GO:0000287', 'GO:0050333']"
qwen2.5:72b,Qwen2.5 72B,P52106,CSGD,ecoli,molecular_function,P1_zeroshot,complete_miss,partial_hallucination,0.2,5,5,0,0.0,0.0,"Certainly! Based on the provided information about the CsgD protein from Escherichia coli, the following Gene Ontology (GO) Molecular Function terms are likely to be the most relevant:

1. **GO:0003700 | transcription factor activity, sequence-specific DNA binding**
   - This term describes the abil",GO:0000987|cis-regulatory region sequence-specific DNA binding; GO:0001216|DNA-binding transcription activator activity; GO:0001217|DNA-binding transcription repressor activity; GO:0042802|identical p,['GO:0001071'],"['GO:0042802', 'GO:0001217', 'GO:0000987', 'GO:0001216', 'GO:0000976']"
qwen2.5:72b,Qwen2.5 72B,Q6P926,SPA24,mouse,cellular_component,P4_cot,partial_match_high_recall,low_precision,0.0,4,2,1,0.25,0.5,"### Step-by-Step Analysis for Cellular Component GO Terms of SPA24

#### Step 1: Primary Biochemical Activity
- **DNA Binding**: SPA24 binds DNA with high affinity but does not bind to TATA boxes. This suggests it has a role in DNA binding, but not specifically to TATA boxes.
- **Transcriptional Reg",GO:0005737|cytoplasm; GO:0005634|nucleus,[],['GO:0005737']
qwen2.5:72b,Qwen2.5 72B,Q6NZ07,NCLN,zebrafish,molecular_function,P4_cot,complete_miss,partial_hallucination,0.333,6,0,0,0.0,0.0,"### Step-by-Step Analysis for NCLN (Danio rerio)

#### Step 1: Primary Biochemical Activity
The primary biochemical activity of NCLN is its role in the insertion of multi-pass membrane proteins into the lipid bilayer. This involves interacting with the SEC61 complex to facilitate the insertion of su",,"['GO:0008565', 'GO:0005515']",[]
qwen2.5:72b,Qwen2.5 72B,Q7ZWG9,SGMR1,zebrafish,molecular_function,P5_selection,empty_response,no_go_ids_extracted,0.0,0,0,0,0.0,0.0,"NONE

The provided information about the protein SGMR1 (Sigma non-opioid intracellular receptor 1) from Danio rerio (Zebrafish) does not suggest that it has any of the molecular functions listed in the candidate GO terms. The known functions of SGMR1 are related to lipid transport, regulation of lip",,[],[]
qwen2.5:72b,Qwen2.5 72B,P0DOY1,DNM3C,mouse,cellular_component,P3_fewshot,partial_match_high_recall,low_precision,0.0,5,1,1,0.2,1.0,"Based on the known function of DNM3C as a DNA (cytosine-5)-methyltransferase that specifically methylates the promoters of evolutionarily young retrotransposons in the male germline, and considering the typical cellular locations of DNA methyltransferases, the following Gene Ontology (GO) Cellular C",GO:0005634|nucleus,[],[]
qwen2.5:72b,Qwen2.5 72B,Q8K352,SASH3,mouse,molecular_function,P4_cot,complete_miss,partial_hallucination,0.4,5,0,0,0.0,0.0,"Certainly! Let's break down the process of determining the Molecular Function GO terms for the protein SASH3 (SAM and SH3 domain-containing protein 3) in *Mus musculus* (Mouse).

### Step 1: What is the protein's primary biochemical activity?
SASH3 is described as a signaling adapter protein. Adapte",,"['GO:0005047', 'GO:0005515']",[]
qwen2.5:72b,Qwen2.5 72B,Q12184,ADRX,yeast,molecular_function,P3_fewshot,partial_match_high_recall,partial_hallucination|low_precision,0.25,8,2,1,0.125,0.5,"For the protein ADRX (Adrenodoxin homolog, mitochondrial) in Saccharomyces cerevisiae, based on its known functions and interactions, the following Gene Ontology (GO) Molecular Function terms can be predicted:

- **GO:0008134 | iron-sulfur cluster binding**
- **GO:0009055 | electron carrier activity","GO:0051536|iron-sulfur cluster binding; GO:0016653|oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor","['GO:0008134', 'GO:0005515']",['GO:0016653']
qwen2.5:72b,Qwen2.5 72B,P0ADP0,YIGB,ecoli,molecular_function,P2_constrained,complete_hallucination,high_hallucination,1.0,4,3,0,0.0,0.0,"GO:0004553 | phosphatase activity
GO:0016788 | hydrolase activity, acting on phosphoric ester bonds
GO:0019105 | 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase activity
GO:0016989 | flavin mononucleotide phosphatase activity",GO:0043726|5-amino-6-(5-phosphoribitylamino)uracil phosphatase activity; GO:0000287|magnesium ion binding; GO:0016791|phosphatase activity,"['GO:0019105', 'GO:0016788', 'GO:0016989', 'GO:0004553']","['GO:0000287', 'GO:0016791', 'GO:0043726']"
qwen2.5:72b,Qwen2.5 72B,Q7SZK7,OFD1,zebrafish,cellular_component,P3_fewshot,partial_match_high_recall,partial_hallucination|low_precision,0.4,5,3,2,0.4,0.667,"For the protein OFD1 in Danio rerio (Zebrafish), based on its known functions and localization, the following Gene Ontology (GO) Cellular Component terms can be predicted:

- GO:0005773 | cilium
- GO:0005813 | centriole
- GO:0034097 | centriolar satellite
- GO:0031968 | microtubule cytoskeleton
- GO",GO:0005813|centrosome; GO:0036064|ciliary basal body; GO:0005634|nucleus,"['GO:0005773', 'GO:0031968']",['GO:0036064']
qwen2.5:72b,Qwen2.5 72B,A2APA5,FA209,mouse,biological_process,P1_zeroshot,complete_miss,partial_hallucination,0.2,5,2,0,0.0,0.0,"Certainly! Based on the known function of Protein FAM209 in sperm acrosome biogenesis, the following Gene Ontology (GO) Biological Process terms are likely to be relevant:

1. GO:0007294 | spermatid development
2. GO:0030325 | acrosome biogenesis
3. GO:0048666 | spermatogenesis
4. GO:0048671 | male ",GO:0001675|acrosome assembly; GO:0007286|spermatid development,['GO:0007294'],"['GO:0001675', 'GO:0007286']"
